iter	Passed	Remaining
0	137	5366
1	138	2636
2	140	1728
3	141	1273
4	142	999
5	144	816
6	145	685
7	146	586
8	147	509
9	149	447
10	150	396
11	151	353
12	152	317
13	154	286
14	155	258
15	156	235
16	157	213
17	159	194
18	160	177
19	161	161
20	162	147
21	164	134
22	165	122
23	166	111
24	167	100
25	169	91
26	170	82
27	171	73
28	172	65
29	174	58
30	175	50
31	176	44
32	177	37
33	178	31
34	180	25
35	181	20
36	182	14
37	183	9
38	185	4
39	186	0
